AnimalID,MomID,DadID,BGroup,DoB,Sex,Matril,Pedigree,SiblingNo,UniCode
F65,438,,M,1/15/1983,f,Q1056,5,6,G-951
F88,N2,,F,1/15/1983,f,Q1056,4,12,G-972
F51,793,,M,1/17/1983,m,Q1029,5,2,E-721
G51,WE,,I,1/18/1983,f,Q1066,4,15,H-053
G16,829,,I,1/18/1983,m,Q1012,6,2,H-023
i83W,W,,M,1/18/1983,f,Q1029,3,10,I-862
i83814,814,,J,1/19/1983,m,Q1033,4,3,I-842
H03,970,,I,1/19/1983,f,Q1066,7,1,H-127
H24,420,,J,1/19/1983,m,Q1033,3,9,H-149
G42,692,,F,1/19/1983,f,Q1053,6,5,H-044
H00,327,,J,1/20/1983,m,Q1067,4,11,H-125
i83674,674,,I,1/20/1983,m,Q1066,6,4,I-836
F63,899,,M,1/20/1983,m,Q1053,5,1,G-949
G07,233,642,II,1/21/1983,m,Q1083,4,11,E-730
i83P8,P8,,M,1/21/1983,f,Q1053,4,13,I-861
i83734,734,,M,1/24/1983,f,Q1029,6,3,I-839
i83A43,A43,,I,1/24/1983,m,Q1066,5,1,I-858
G49,813,,J,1/24/1983,f,Q1033,6,2,H-050
F54,989,,M,1/24/1983,m,Q1029,5,1,G-940
i83914,914,,O,1/28/1983,f,Q1000,5,1,I-847
F54x,571,,M,1/29/1983,m,Q1029,4,7,G-941
F92,688,,O,1/29/1983,m,Q1000,4,4,G-977
G67,287,,F,1/29/1983,f,Q1021,4,10,H-069
G72,855,,O,1/29/1983,m,Q1000,5,2,H-074
F91,773,,O,1/29/1983,f,Q1000,5,3,G-976
G33,A55,708,L,1/30/1983,m,Q1046,5,1,E-741
H15,7H,,J,1/30/1983,f,Q1033,3,12,H-139
G68,262,,II,1/31/1983,f,Q1012,5,10,E-745
F97,655,,O,1/31/1983,f,Q1000,6,4,G-982
F87,979,,F,1/31/1983,m,Q1056,6,1,G-971
G99,A23,,J,2/1/1983,f,Q1067,5,1,H-098
G40,670,,L,2/1/1983,f,Q1019,6,5,H-042
F76,700,,F,2/1/1983,f,Q1056,6,4,G-959
F86,840,,F,2/1/1983,m,Q1056,5,3,G-970
H17,918,,J,2/2/1983,m,Q1033,6,2,H-141
G32,258,,L,2/3/1983,f,Q1046,4,10,H-035
G03,528,,I,2/3/1983,m,Q1066,5,5,H-014
i83A28,A28,,I,2/3/1983,m,Q1066,6,1,I-857
G90,820,,J,2/4/1983,m,Q1033,4,3,E-749
G93,756,,J,2/4/1983,f,Q1033,5,3,H-092
G23,777,,II,2/5/1983,m,Q1012,6,4,E-738
G43,838,,F,2/5/1983,f,Q1056,4,3,E-743
F72,573,,F,2/5/1983,f,Q1053,5,5,E-728
G20,953,,I,2/5/1983,m,Q1083,5,2,E-736
F62,733,,M,2/5/1983,f,Q1094,3,3,G-948
F95,613,,O,2/5/1983,f,Q1000,4,5,G-980
i83CS,CS,,I,2/5/1983,m,Q1083,3,18,I-860
F77,789,,F,2/6/1983,m,Q1056,5,3,G-960
F71,FB,,F,2/6/1983,m,Q1050,3,13,G-956
F89,A73,,F,2/6/1983,m,Q1056,7,1,G-973
F75,693,,F,2/7/1983,f,Q1056,6,4,G-958
H08,458,,J,2/7/1983,f,Q1067,6,9,H-131
G71,701,,O,2/7/1983,f,Q1000,5,5,H-073
F64,YL,,M,2/8/1983,f,Q1056,4,14,G-950
F98,308,,O,2/8/1983,m,Q1000,5,9,G-983
G01,909,,I,2/8/1983,f,Q1066,6,2,H-012
G83,404,689,L,2/9/1983,m,Q1048,3,5,E-748
G54,A00,,J,2/9/1983,f,Q1033,6,1,H-056
i83965,965,,L,2/9/1983,m,Q1046,6,2,I-849
H14,681,,J,2/10/1983,m,Q1033,5,5,H-138
G24,941,,I,2/10/1983,f,Q1012,6,2,H-028
F80,679,,F,2/10/1983,m,Q1056,4,5,G-964
G39,713,,L,2/10/1983,f,Q1019,5,4,H-040
G38,606,,L,2/10/1983,f,Q1019,6,6,H-039
F94,546,,O,2/11/1983,f,Q1000,4,7,G-979
F81,923,,J,2/12/1983,m,Q1033,5,1,G-965
F55,994,,M,2/13/1983,f,Q1029,5,1,E-724
F67,832,,M,2/13/1983,m,Q1029,6,2,G-953
F73,577,,F,2/13/1983,m,Q1050,5,5,G-957
F96,685,,O,2/13/1983,f,Q1000,6,4,G-981
F68,790,717,M,2/14/1983,f,Q1053,5,3,E-726
G14,633,,I,2/14/1983,f,Q1012,6,4,E-734
G46,633,,I,2/14/1983,m,Q1012,6,5,H-047
i83877,877,,F,2/14/1983,m,Q1021,5,2,I-845
i83291,291,,O,2/14/1983,f,Q1000,5,9,I-831
F99,984,,F,2/14/1983,f,Q1056,6,1,G-984
G11,869,,I,2/15/1983,f,Q1083,5,2,E-732
G98,WF,,J,2/15/1983,f,Q1033,3,15,H-097
G86,827,,J,2/15/1983,f,Q1033,5,3,H-086
i83929,929,,F,2/15/1983,f,Q1053,6,2,I-848
H20,278,,L,2/15/1983,f,Q1019,5,10,H-145
G22,454,,I,2/15/1983,m,Q1012,5,8,H-027
i83896,896,,I,2/15/1983,f,Q1083,5,2,I-846
H10,554,,J,2/16/1983,f,Q1033,5,7,H-134
G91,416,,J,2/16/1983,m,Q1033,5,8,H-091
i83A13,A13,,J,2/16/1983,f,Q1033,6,1,I-854
H23,704,,J,2/16/1983,m,Q1067,5,5,H-148
G05,808,,I,2/17/1983,m,Q1066,5,3,H-016
G10,A47,,I,2/17/1983,f,Q1066,6,1,H-020
G36,432,,L,2/18/1983,m,Q1019,5,8,H-038
G52,A54,,J,2/18/1983,m,Q1033,5,1,H-054
G29,747,,I,2/18/1983,f,Q1012,6,4,H-031
i83784,784,,J,2/18/1983,m,Q1067,5,3,I-841
G53,486,,J,2/19/1983,m,Q1067,4,8,H-055
H13,617,,J,2/19/1983,m,Q1033,5,6,H-137
G73,530,,I,2/21/1983,f,Q1066,4,7,H-075
G04,798,,I,2/21/1983,f,Q1083,5,3,H-015
G26,898,,I,2/22/1983,m,Q1012,6,2,E-739
G81,405,708,L,2/22/1983,f,Q1071,6,6,E-747
G61,A58,,L,2/22/1983,f,Q1046,6,1,H-064
i83990,990,,M,2/22/1983,m,Q1094,3,1,I-853
G02,FH,,I,2/22/1983,f,Q1083,4,13,H-013
G21,470,,II,2/23/1983,m,Q1083,4,8,E-737
G45,Z1,,J,2/23/1983,m,Q1033,4,11,H-046
G66,725,,F,2/23/1983,m,Q1053,5,2,H-068
G62,845,,L,2/24/1983,m,Q1071,7,2,E-744
G13,A26,381,I,2/25/1983,m,Q1066,6,1,E-733
G96,624,,J,2/25/1983,f,Q1067,7,6,H-095
G56,A07,,J,2/25/1983,f,Q1033,6,1,H-058
i83A18,A18,,J,2/25/1983,f,Q1067,5,1,I-855
G75,417,,J,2/25/1983,m,Q1033,4,8,H-077
H16,551,,J,2/25/1983,m,Q1033,4,5,H-140
H25,A03,,J,2/26/1983,m,Q1033,6,1,H-150
G58,A02,,J,2/26/1983,m,Q1033,4,1,H-060
F50,751,,M,2/27/1983,f,Q1053,6,2,E-720
i83987,987,,F,2/27/1983,f,Q1056,6,1,I-852
G06,587,,I,2/27/1983,m,Q1066,6,5,H-017
G15,508,,O,2/27/1983,m,Q1000,5,8,H-022
H18,686,,J,2/28/1983,f,Q1067,6,3,H-142
H22,A36,,O,3/4/1983,f,Q1000,5,1,H-147
G97,9K,,J,3/5/1983,f,Q1067,4,10,H-096
i83494,494,,J,3/5/1983,m,Q1033,5,7,I-834
H02,971,742,II,3/6/1983,f,Q1012,6,2,E-751
G31,745,,I,3/7/1983,f,Q1066,7,3,H-034
F84,A71,,F,3/7/1983,f,Q1053,5,1,G-968
G79,644,,J,3/7/1983,m,Q1033,5,4,H-081
G74,234,,I,3/7/1983,f,Q1066,4,9,H-076
G78,809,,J,3/8/1983,m,Q1033,4,3,H-080
G44,585,,I,3/9/1983,m,Q1066,5,5,H-045
G37,A67,,L,3/10/1983,m,Q1046,6,1,E-742
i83431,431,,L,3/10/1983,m,Q1019,5,9,I-832
G89,562,,J,3/11/1983,f,Q1067,6,7,H-089
G19,741,,I,3/11/1983,f,Q1083,4,3,H-025
G25,526,,I,3/12/1983,f,Q1066,6,7,H-029
G50,763,,J,3/12/1983,f,Q1033,5,4,H-052
H07,A64,,J,3/13/1983,m,Q1033,5,1,H-130
H01,616,,J,3/13/1983,m,Q1033,4,5,H-126
F47,736,,M,3/13/1983,m,Q1029,6,4,G-936
F69,656,,M,3/15/1983,f,Q1053,5,5,E-727
F49,518,,M,3/15/1983,f,Q1029,5,7,G-938
F58,293,,M,3/15/1983,m,Q1029,4,10,G-943
G48,729,,O,3/15/1983,f,Q1000,5,4,H-049
F74,931,,F,3/17/1983,f,Q1053,6,2,E-729
F56,OT,,M,3/18/1983,m,Q1053,4,15,E-725
G00,476,,F,3/18/1983,m,Q1056,5,9,H-011
G30,913,,I,3/18/1983,f,Q1066,5,2,H-033
G34,480,,L,3/18/1983,m,Q1019,5,8,H-036
F90,649,,F,3/19/1983,f,Q1056,6,4,G-975
i83710,710,,L,3/19/1983,f,Q1019,6,4,I-838
i83966,966,,L,3/19/1983,m,Q1071,6,2,I-850
F53,857,717,M,3/21/1983,m,Q1029,6,2,E-723
F93,612,,O,3/22/1983,f,Q1000,4,6,G-978
G65,668,,L,3/23/1983,f,Q1019,6,5,H-067
H19,A50,,J,3/26/1983,m,Q1033,5,1,H-143
i83760,760,,J,3/28/1983,f,Q1033,5,3,I-840
H09,942,,J,3/28/1983,f,Q1067,5,1,H-132
G77,936,,J,3/29/1983,m,Q1033,6,2,H-079
H11,320,,J,3/29/1983,m,Q1033,3,9,H-135
G18,B59,,I,3/29/1983,m,Q1066,5,1,H-024
G92,682,,J,4/4/1983,f,Q1067,6,4,E-750
F60,646,,M,4/4/1983,m,Q1056,5,6,G-946
i83985,985,,F,4/4/1983,m,Q1050,4,2,I-851
G76,757,,J,4/4/1983,m,Q1033,6,4,H-078
F78,408,,F,4/4/1983,m,Q1056,5,8,G-961
G57,A16,,J,4/6/1983,m,Q1033,4,1,H-059
G55,A14,,J,4/8/1983,m,Q1033,4,1,H-057
F59,859,,M,4/10/1983,f,Q1053,6,2,G-944
H04,A82,,O,4/11/1983,m,Q1000,5,1,H-128
G41,A27,,I,4/11/1983,m,Q1012,6,1,H-043
H12,883,,J,4/15/1983,f,Q1033,5,2,H-136
G87,565,,J,4/16/1983,f,Q1033,4,6,H-087
G60,483,,L,4/18/1983,m,Q1046,5,7,H-063
i83507,507,,O,4/18/1983,f,Q1000,5,6,I-835
G82,660,,L,4/22/1983,f,Q1046,5,4,H-083
G47,A31,,I,4/23/1983,f,Q1066,5,1,H-048
G35,A57,,L,4/23/1983,f,Q1019,7,2,H-037
F82,812,,F,4/24/1983,f,Q1056,6,3,G-966
H21,625,,J,4/25/1983,m,Q1067,5,5,H-146
G94,A22,,J,4/25/1983,f,Q1067,7,1,H-093
G70,A38,,O,4/26/1983,f,Q1000,6,1,H-072
G85,885,,J,4/26/1983,f,Q1033,4,2,H-085
G84,XJ,,J,4/27/1983,f,Q1033,3,14,H-084
G88,810,,J,4/29/1983,m,Q1067,7,3,H-088
H26,603,,J,5/2/1983,m,Q1067,6,5,H-151
F85,7L,,F,5/2/1983,m,Q1053,5,10,G-969
F61,517,,M,5/3/1983,m,Q1029,4,9,G-947
i83A53,A53,,J,5/7/1983,f,Q1095,3,1,I-859
G12,498,,I,5/18/1983,f,Q1066,5,8,H-021
F48,514,,M,6/5/1983,m,Q1029,5,9,G-937
H32,897,,I,12/18/1983,m,Q1083,5,2,H-153
H57,803,,I,12/22/1983,f,Q1083,5,3,H-170
i84522,522,,M,12/25/1983,m,Q1053,5,6,I-878
H75,950,,I,12/27/1983,f,Q1066,5,3,H-184
I29,723,928,F,1/1/1984,m,Q1021,5,4,E-985
H52,896,,I,1/1/1984,m,Q1083,5,3,H-167
H40,674,,I,1/2/1984,m,Q1066,6,5,E-753
H55,233,,I,1/3/1984,m,Q1083,4,12,E-758
H56,A41,,I,1/3/1984,f,Q1083,5,1,H-169
i84759,759,,J,1/3/1984,m,Q1033,6,4,I-903
i84676,676,,I,1/3/1984,m,Q1066,5,5,I-896
H79,842,,L,1/6/1984,m,Q1019,5,4,E-764
I25,671,,L,1/7/1984,m,Q1071,7,5,E-984
I20,501,,II,1/7/1984,m,Q1083,4,8,E-981
I03,964,,L,1/7/1984,f,Q1046,5,2,H-485
i84946,946,,J,1/7/1984,m,Q1067,5,2,I-930
H80,710,,L,1/7/1984,f,Q1019,6,5,H-189
H89,930,632,F,1/8/1984,m,Q1050,5,2,E-768
H70,929,,F,1/8/1984,m,Q1053,6,3,H-182
H50,678,,I,1/8/1984,m,Q1083,5,4,H-166
I16,503,,F,1/8/1984,m,Q1053,4,9,I-192
i84940,940,,J,1/8/1984,f,Q1067,8,2,I-929
i84M7,M7,,O,1/9/1984,m,Q1000,4,10,I-960
i84238,238,,J,1/9/1984,f,Q1033,4,9,I-864
i84553,553,,J,1/9/1984,f,Q1033,4,7,I-881
i84850,850,,M,1/9/1984,f,Q1029,5,2,I-918
i84782,782,,J,1/9/1984,f,Q1067,5,3,I-907
H46,A25,,I,1/10/1984,m,Q1066,7,2,H-162
i84798,798,,I,1/10/1984,f,Q1083,5,4,I-911
H49,604,,I,1/10/1984,m,Q1066,6,6,H-164
H42,A43,,I,1/13/1984,m,Q1066,5,2,H-159
i84A13,A13,,J,1/13/1984,f,Q1033,6,2,I-936
i84939,939,,M,1/15/1984,m,Q1029,5,2,I-928
i84784,784,,J,1/15/1984,m,Q1067,5,4,I-908
i84937,937,,M,1/15/1984,f,Q1029,6,2,I-927
i84814,814,,J,1/16/1984,m,Q1033,4,4,I-915
I04,709,,L,1/16/1984,f,Q1019,5,3,H-563
H43,673,,I,1/17/1984,m,Q1066,4,4,H-160
i84327,327,,J,1/17/1984,m,Q1067,4,12,I-869
I22,B13,,I,1/18/1984,f,Q1083,5,1,I-197
H82,A65,,L,1/18/1984,f,Q1019,6,1,H-191
I10,A91,,L,1/18/1984,f,Q1019,5,1,H-830
i84796,796,,M,1/19/1984,u,Q1029,5,3,I-910
i847H,7H,,J,1/19/1984,m,Q1033,3,13,I-912
I12,B72,,F,1/20/1984,f,Q1050,5,1,E-828
H64,953,,II,1/21/1984,f,Q1083,5,3,E-760
H84,572,,L,1/21/1984,m,Q1071,6,6,E-765
H78,965,,L,1/21/1984,f,Q1046,6,3,H-187
I13,869,381,II,1/22/1984,m,Q1083,5,3,E-852
i84420,420,,J,1/22/1984,f,Q1033,3,10,I-874
i84756,756,,J,1/22/1984,f,Q1033,5,4,I-902
H98,699,,F,1/23/1984,m,Q1021,5,4,H-201
H67,931,,F,1/23/1984,m,Q1053,6,3,H-178
I02,777,,I,1/23/1984,f,Q1012,6,5,H-366
H69,573,,F,1/23/1984,m,Q1053,5,6,H-180
i84B35,B35,,J,1/23/1984,f,Q1033,4,1,I-949
H96,952,,I,1/23/1984,f,Q1066,6,2,H-199
i84840,840,,P,1/23/1984,f,Q1056,5,4,I-917
i84458,458,,J,1/23/1984,f,Q1067,6,10,I-875
H60,C16,,I,1/23/1984,f,Q1012,7,1,H-174
i84A24,A24,,J,1/23/1984,m,Q1033,6,1,I-938
i84375a,375,,J,1/24/1984,m,Q1033,4,11,I-870
i84A72,A72,,P,1/24/1984,f,Q1056,7,1,I-939
i84908,908,,O,1/24/1984,f,Q1000,6,2,I-923
i84K1,K1,,P,1/24/1984,f,Q1056,4,15,I-959
I18,955,,L,1/24/1984,f,Q1019,7,2,I-194
H92,838,,F,1/25/1984,m,Q1056,4,4,E-771
H58,909,,I,1/27/1984,f,Q1066,6,3,H-171
i84B78,B78,,J,1/27/1984,f,Q1067,7,1,I-952
i84B11,B11,,I,1/27/1984,m,Q1083,5,1,I-942
H91,287,620,F,1/28/1984,m,Q1021,4,11,E-770
i84546,546,,O,1/29/1984,m,Q1000,4,8,I-879
i84809,809,,J,1/29/1984,m,Q1033,4,4,I-913
H86,A96,,L,1/30/1984,m,Q1048,5,1,E-766
i84320,320,,J,1/30/1984,f,Q1033,3,10,I-868
i84416,416,,J,1/30/1984,f,Q1033,5,9,I-872
I06,B04,,F,1/31/1984,m,Q1021,6,1,E-780
i84B34,B34,,J,1/31/1984,m,Q1067,7,1,I-948
i84291,291,,O,2/1/1984,f,Q1000,5,10,I-866
I32,526,647,I,2/2/1984,m,Q1066,6,8,E-987
H44,498,,I,2/2/1984,m,Q1066,5,9,H-161
i84308,308,,O,2/3/1984,f,Q1000,5,10,I-867
i84B19,B19,,J,2/3/1984,f,Q1033,4,1,I-943
H35,C19,,I,2/3/1984,f,Q1066,6,1,H-154
H88,584,,I,2/3/1984,f,Q1066,6,6,H-194
I00,747,,I,2/4/1984,f,Q1012,6,5,H-226
H48,587,,I,2/4/1984,f,Q1066,6,6,H-163
H99,679,620,F,2/5/1984,m,Q1056,4,6,E-772
i84508,508,,O,2/5/1984,f,Q1000,5,9,I-877
i84563,563,,J,2/5/1984,m,Q1067,6,6,I-884
i84C04,C04,,J,2/5/1984,f,Q1033,6,1,I-958
i84B32,B32,,J,2/6/1984,f,Q1067,5,1,I-947
i84688,688,,O,2/6/1984,f,Q1000,4,5,I-898
I24,692,,F,2/6/1984,m,Q1053,6,6,I-198
H37,B85,,I,2/6/1984,m,Q1066,5,1,H-156
I09,B65,,I,2/6/1984,f,Q1012,6,1,H-789
i84A11,A11,,J,2/6/1984,m,Q1067,7,1,I-935
i84A23,A23,,J,2/6/1984,m,Q1067,5,2,I-937
i84685,685,,O,2/7/1984,f,Q1000,6,5,I-897
H68,974,,F,2/7/1984,m,Q1021,5,1,H-179
I14,A47,,I,2/7/1984,m,Q1066,6,2,I-190
i84B48,B48,,O,2/8/1984,f,Q1000,4,1,I-950
i84562,562,,J,2/8/1984,m,Q1067,6,8,I-883
H97,693,,F,2/9/1984,m,Q1056,6,5,H-200
i84551,551,,J,2/9/1984,m,Q1033,4,6,I-880
H54,745,,I,2/9/1984,f,Q1066,7,4,H-168
i84827,827,,J,2/9/1984,m,Q1033,5,4,I-916
I21,348,,I,2/10/1984,f,Q1083,4,9,E-982
i84Z1,Z1,,J,2/10/1984,f,Q1033,4,12,I-961
i84601,601,,J,2/10/1984,f,Q1033,4,6,I-886
i84861,861,,P,2/11/1984,f,Q1056,6,3,I-921
H71,985,,F,2/12/1984,f,Q1050,4,3,E-761
i84617,617,,J,2/12/1984,m,Q1033,5,7,I-891
H62,234,,I,2/13/1984,m,Q1066,4,10,E-759
H73,874,,F,2/13/1984,m,Q1050,5,3,E-762
H81,966,,L,2/13/1984,m,Q1071,6,3,H-190
H41,808,,I,2/13/1984,f,Q1066,5,4,H-158
i84813,813,,J,2/14/1984,f,Q1033,6,3,I-914
i84763,763,,J,2/14/1984,m,Q1033,5,5,I-905
i84476,476,,P,2/15/1984,f,Q1056,5,10,I-876
i84613,613,,O,2/15/1984,m,Q1000,4,6,I-889
i84375b,375,,J,2/16/1984,f,Q1033,4,12,I-871
I05,432,,L,2/17/1984,f,Q1019,5,9,H-633
H38,B64,,I,2/19/1984,f,Q1083,5,1,E-752
H76,B63,,I,2/20/1984,f,Q1066,6,1,H-185
i84789,789,,P,2/20/1984,m,Q1056,5,4,I-909
H59,941,,I,2/20/1984,m,Q1012,6,3,H-172
I08B03,B03,,F,2/20/1984,m,Q1056,5,1,H-781
I15,741,,I,2/21/1984,m,Q1083,4,4,I-191
i84923,923,,J,2/21/1984,m,Q1033,5,2,I-926
I28,844,,L,2/21/1984,f,Q1071,6,3,I-201
H90,C10,,II,2/22/1984,m,Q1066,7,1,E-769
H87,A58,,L,2/22/1984,m,Q1046,6,2,E-767
H65,829,,I,2/22/1984,f,Q1012,6,3,H-176
H61,528,,I,2/22/1984,f,Q1066,5,6,H-175
i84655,655,,O,2/22/1984,m,Q1000,6,5,I-895
H66,530,,I,2/22/1984,m,Q1066,4,8,H-177
i84612,612,,O,2/22/1984,f,Q1000,4,7,I-888
I01,454,,I,2/22/1984,f,Q1012,5,9,H-270
I07,976,,F,2/23/1984,f,Q1021,5,1,H-713
i84606,606,,L,2/23/1984,m,Q1019,6,7,I-887
i84417,417,,J,2/23/1984,f,Q1033,4,9,I-873
i84A07,A07,,J,2/25/1984,m,Q1033,6,2,I-934
H94,C12,,I,2/25/1984,m,Q1083,5,1,H-197
I19,A86,,L,2/26/1984,f,Q1046,6,1,I-195
i84B30,B30,,J,2/26/1984,m,Q1067,7,1,I-946
H74,B75,722,F,2/27/1984,f,Q1050,5,1,E-763
i84B80,B80,,J,2/27/1984,f,Q1033,5,1,I-953
i84854,854,,P,2/27/1984,f,Q1056,6,3,I-919
i84979,979,,P,2/28/1984,m,Q1056,6,2,I-931
i84B87,B87,,P,2/28/1984,m,Q1056,6,1,I-954
i84616,616,,J,3/1/1984,f,Q1033,4,6,I-890
i84B22,B22,,J,3/1/1984,u,Q1067,6,1,I-944
i84644,644,,J,3/2/1984,f,Q1033,5,5,I-893
i84C00,C00,,J,3/2/1984,m,Q1033,4,1,I-957
i84885,885,,J,3/2/1984,f,Q1033,4,3,I-922
H47,898,,I,3/3/1984,m,Q1012,6,3,E-755
I26,A94,,L,3/3/1984,m,Q1071,8,1,I-199
i84B29,B29,,J,3/4/1984,f,Q1067,8,1,I-945
i84760,760,,J,3/4/1984,f,Q1033,5,4,I-904
i84A02,A02,,J,3/4/1984,f,Q1033,4,2,I-933
i84918,918,,J,3/4/1984,m,Q1033,6,3,I-925
I23,262,,I,3/6/1984,m,Q1012,5,11,E-983
H95,C40,,F,3/6/1984,f,Q1053,7,1,H-198
i84B08,B08,,O,3/9/1984,f,Q1000,6,1,I-941
i849V,9V,,O,3/9/1984,f,Q1000,4,11,I-932
i84278,278,,L,3/9/1984,m,Q1019,5,11,I-865
i84624,624,,J,3/9/1984,m,Q1067,7,7,I-892
i84649,649,,P,3/10/1984,f,Q1056,6,5,I-894
i84554,554,,J,3/12/1984,f,Q1033,5,8,I-882
i84B92,B92,,J,3/13/1984,u,Q1033,6,1,I-955
i84B99,B99,,O,3/13/1984,f,Q1000,5,1,I-956
H93,A71,,F,3/14/1984,m,Q1053,5,2,H-196
i84B66,B66,,I,3/15/1984,m,Q1012,6,1,I-951
i84914,914,,O,3/21/1984,m,Q1000,5,2,I-924
H83,A57,,L,3/23/1984,m,Q1019,7,3,H-192
H51,633,,I,3/24/1984,m,Q1012,6,6,E-756
I11,483,,L,3/24/1984,f,Q1046,5,8,H-876
H72,725,,F,3/24/1984,m,Q1053,5,3,H-183
H36,913,,I,3/24/1984,f,Q1066,5,3,H-155
i84701,701,,O,3/26/1984,f,Q1000,5,6,I-900
i84A73,A73,,P,3/27/1984,m,Q1056,7,2,I-940
i84773,773,,O,3/28/1984,m,Q1000,5,4,I-906
I30,FB,,F,3/29/1984,m,Q1050,3,14,E-986
i84729,729,,O,3/31/1984,m,Q1000,5,5,I-901
I17,408,,F,4/2/1984,m,Q1056,5,9,I-193
I27,480,,L,4/7/1984,f,Q1019,5,9,I-200
i84700,700,,P,4/10/1984,m,Q1056,6,5,I-899
H77,987,,F,4/10/1984,m,Q1056,6,2,H-186
i84855,855,,O,4/19/1984,f,Q1000,5,3,I-920
H85,C75,,L,4/19/1984,f,Q1019,7,1,H-193
i84577,577,,F,4/25/1984,m,Q1050,5,6,I-885
I31,B60,,I,5/17/1984,f,Q1012,6,1,I-203
H45,971,,II,5/25/1984,f,Q1012,6,3,E-754
H53,446,,I,5/25/1984,m,Q1083,4,7,E-757
i85526,526,,Q,12/11/1984,f,Q1066,6,9,I-967
I56,470,,II,1/1/1985,f,Q1083,4,9,E-995
I91,950,,I,1/10/1985,f,Q1066,5,4,J-179
I40,443,,I,1/12/1985,m,Q1066,5,8,E-989
I35,B59,,I,1/12/1985,m,Q1066,5,2,I-206
I79,846,,L,1/12/1985,m,Q1019,6,4,I-745
J14,A67,,L,1/13/1985,m,Q1046,6,2,J-802
J30,585,,I,1/13/1985,f,Q1066,5,6,J-814
J31,A27,,I,1/15/1985,m,Q1012,6,2,J-815
I34,B11,,Q,1/15/1985,f,Q1083,5,2,I-205
J17,958,,L,1/17/1985,m,Q1071,7,2,J-804
J33,676,,I,1/19/1985,m,Q1066,5,6,J-817
I59,798,,I,1/21/1985,f,Q1083,5,5,I-226
J16,845,833,L,1/22/1985,m,Q1071,7,3,F-015
i85262,262,,I,1/22/1985,u,Q1012,5,12,I-963
I98,A31,,I,1/22/1985,f,Q1066,5,2,J-669
J24,A91,,L,1/23/1985,m,Q1019,5,2,J-810
i85604,604,,I,1/24/1985,u,Q1066,6,7,I-968
i85404,404,,L,1/24/1985,f,Q1048,3,6,I-965
I33,A26,,I,1/25/1985,f,Q1066,6,2,I-204
I87,931,,F,1/26/1985,m,Q1053,6,4,I-998
I64,C38,A66,F,1/29/1985,m,Q1053,6,1,E-999
J00,B68,,I,1/29/1985,f,Q1056,6,1,J-791
I54,953,,I,1/29/1985,f,Q1083,5,4,I-220
i85A47,A47,,I,1/30/1985,m,Q1066,6,3,I-974
I89,C13,,Q,2/1/1985,f,Q1066,7,1,F-009
I39,498,,I,2/3/1985,m,Q1066,5,10,I-209
i85909,909,,I,2/4/1985,m,Q1066,6,4,I-971
I73,A43,,I,2/4/1985,f,Q1066,5,3,I-648
i85A41,A41,,Q,2/4/1985,m,Q1083,5,2,I-973
I93,673,,I,2/4/1985,f,Q1066,4,5,J-389
J29,C87,,F,2/5/1985,f,Q1050,4,1,F-020
I50,838,,F,2/5/1985,f,Q1056,4,5,E-992
I37,893,945,Q,2/6/1985,m,Q1083,5,1,E-988
I41,233,,Q,2/7/1985,m,Q1083,4,13,I-211
J23,965,,L,2/7/1985,f,Q1046,6,4,J-809
J43,869,,I,2/8/1985,m,Q1083,5,4,F-023
I94,C58,,I,2/9/1985,f,Q1012,7,1,J-460
J02,829,,I,2/10/1985,m,Q1012,6,4,F-012
J26,D15,,L,2/10/1985,m,Q1048,4,1,F-018
I77,842,,L,2/10/1985,f,Q1019,5,5,I-713
I82,710,,L,2/10/1985,f,Q1019,6,6,I-804
i85234,234,,I,2/10/1985,f,Q1066,4,11,I-962
J01,B10,,II,2/11/1985,f,Q1083,5,1,F-011
I85,777,,II,2/11/1985,m,Q1012,6,6,F-006
I81,587,,I,2/12/1985,f,Q1066,6,7,I-778
i85746,746,,I,2/12/1985,u,Q1066,5,3,I-969
J13,970,,Q,2/12/1985,f,Q1066,7,2,J-801
I44,692,,F,2/13/1985,f,Q1053,6,7,I-214
I57,C97,,I,2/14/1985,m,Q1066,5,1,I-223
I74,844,,L,2/14/1985,m,Q1071,6,4,I-662
I61,745,,Q,2/15/1985,m,Q1066,7,5,E-996
I48,930,761,F,2/16/1985,m,Q1050,5,3,E-991
I78,A94,944,L,2/17/1985,m,Q1071,8,2,F-005
I68,874,632,F,2/17/1985,f,Q1050,5,4,F-002
J20,432,,L,2/17/1985,f,Q1019,5,10,J-807
J40,B56,,F,2/18/1985,f,Q1053,6,1,J-824
I46,679,,F,2/18/1985,m,Q1056,4,7,I-216
I52,454,,I,2/19/1985,m,Q1012,5,10,E-994
I63,A71,823,F,2/19/1985,f,Q1053,5,3,E-998
I99,B85,,I,2/19/1985,m,Q1066,5,2,J-719
J06,C19,,I,2/19/1985,f,Q1066,6,2,J-795
i85A96,A96,,L,2/19/1985,m,Q1048,5,2,I-975
I42,747,,Q,2/19/1985,f,Q1012,6,6,I-212
I96,A25,,I,2/19/1985,f,Q1066,7,3,J-608
I55,898,,I,2/19/1985,f,Q1012,6,4,I-221
i85287,287,,F,2/19/1985,m,Q1021,4,12,I-964
i85803,803,,I,2/19/1985,m,Q1083,5,4,I-970
i85D69,D69,,F,2/20/1985,u,Q1021,6,1,I-981
