AnimalId,DoB,Gender,BGrp,DadId,MomId,FounderId,UniCode
"272",5/20/1969 0:00:00,"f","A",,"N9",,"F-505"
"237",6/3/1969 0:00:00,"m","E",,"IS",,"F-465"
"238",6/21/1969 0:00:00,"f","J",,"WF",,"F-466"
"300",1/11/1970 0:00:00,"f","L",,"XN",,"F-560"
"394",1/19/1970 0:00:00,"f","K",,"HJ",,"F-645"
"319",1/22/1970 0:00:00,"m","J",,"XQ",,"B-345"
"314",1/23/1970 0:00:00,"m","H",,"H9",,"B-342"
"375",1/23/1970 0:00:00,"f","J",,"XJ",,"F-626"
"317",1/25/1970 0:00:00,"f","I",,"WE",,"F-573"
"324",1/25/1970 0:00:00,"f","K",,"GY",,"F-578"
"335",1/25/1970 0:00:00,"m","A",,"OC",,"F-585"
"i70E4",1/25/1970 0:00:00,"m","A",,"E4",,"I-519"
"333",1/26/1970 0:00:00,"f","A",,"JR",,"F-583"
"291",1/28/1970 0:00:00,"f","F",,"WO",,"F-526"
"318",1/30/1970 0:00:00,"m","I",,"AA",,"B-344"
"282",2/1/1970 0:00:00,"m","L",,"C7",,"F-517"
"311",2/2/1970 0:00:00,"f","K",,"H6",,"F-569"
"382",2/4/1970 0:00:00,"f","F",,"DL",,"F-632"
"383",2/6/1970 0:00:00,"m","A",,"UW",,"F-633"
"301",2/7/1970 0:00:00,"f","F",,"YB",,"F-561"
"363",2/9/1970 0:00:00,"m","K",,"JM",,"F-613"
"370",2/9/1970 0:00:00,"f","A",,"GI",,"F-621"
"i70R",2/9/1970 0:00:00,"m","A",,"R",,"I-531"
"i70ED",2/9/1970 0:00:00,"m","E",,"ED",,"I-520"
"284",2/10/1970 0:00:00,"m","L",,"G4",,"F-519"
"361",2/12/1970 0:00:00,"f","K",,"BY",,"F-611"
"i70J2",2/12/1970 0:00:00,"f","F",,"J2",,"I-524"
"341",2/13/1970 0:00:00,"f","E",,"YM",,"F-591"
"386",2/13/1970 0:00:00,"f","A",,"FF",,"F-636"
"i70UV",2/14/1970 0:00:00,"f","A",,"UV",,"I-535"
"364",2/15/1970 0:00:00,"m","E",,"R9",,"F-614"
"i70OS",2/15/1970 0:00:00,"f","F",,"OS",,"I-528"
"337",2/16/1970 0:00:00,"m","K",,"ZQ",,"F-587"
"360",2/16/1970 0:00:00,"m","K",,"LI",,"F-610"
"351",2/17/1970 0:00:00,"m","E",,"118",,"F-600"
"280",2/17/1970 0:00:00,"f","L",,"V7",,"F-515"
"279",2/17/1970 0:00:00,"m","L",,"TV",,"F-512"
"i70YJ",2/17/1970 0:00:00,"u","A",,"YJ",,"I-539"
"342",2/19/1970 0:00:00,"f","E",,"J1",,"F-592"
"380",2/20/1970 0:00:00,"m","E",,"H5",,"F-631"
"290",2/21/1970 0:00:00,"f","F",,"A9",,"F-525"
"354",2/22/1970 0:00:00,"f","A",,"TW",,"F-603"
"327",2/22/1970 0:00:00,"f","J",,"TN",,"B-367"
"334",2/22/1970 0:00:00,"m","A",,"UG",,"F-584"
"286",2/23/1970 0:00:00,"f","F",,"FB",,"F-521"
"315",2/24/1970 0:00:00,"f","H",,"N5",,"F-572"
"i70K1",2/24/1970 0:00:00,"f","F",,"K1",,"I-527"
"i70IV",2/25/1970 0:00:00,"f","A",,"IV",,"I-523"
"328",2/26/1970 0:00:00,"f","E",,"D8",,"B-368"
"322",2/26/1970 0:00:00,"m","K",,"DR",,"F-576"
"i70IN",2/26/1970 0:00:00,"f","A",,"IN",,"I-522"
"i70UZ",2/26/1970 0:00:00,"f","K",,"UZ",,"I-536"
"353",2/27/1970 0:00:00,"f","E",,"TA",,"F-602"
"339",2/28/1970 0:00:00,"m","I",,"YI",,"F-589"
"347",2/28/1970 0:00:00,"f","I",,"WD",,"F-597"
"368",3/2/1970 0:00:00,"f","E",,"LW",,"F-618"
"305",3/2/1970 0:00:00,"f","F",,"W",,"F-563"
"i70JP",3/2/1970 0:00:00,"f","J",,"JP",,"I-525"
"i706C",3/2/1970 0:00:00,"m","A",,"6C",,"I-514"
"371",3/3/1970 0:00:00,"m","A",,"L5",,"F-622"
"348",3/3/1970 0:00:00,"f","I",,"CS",,"B-410"
"352",3/3/1970 0:00:00,"m","E",,"S013",,"F-601"
"i70R8",3/3/1970 0:00:00,"f","E",,"R8",,"I-532"
"344",3/4/1970 0:00:00,"m","E",,"LU",,"F-594"
"343",3/4/1970 0:00:00,"f","E",,"F9",,"F-593"
"362",3/4/1970 0:00:00,"f","K",,"XK",,"F-612"
"283",3/4/1970 0:00:00,"f","L",,"DZ",,"F-518"
"i70XR",3/5/1970 0:00:00,"m","A",,"XR",,"I-538"
"378",3/6/1970 0:00:00,"f","K",,"X5",,"F-629"
"331",3/6/1970 0:00:00,"f","A",,"OP",,"F-581"
"297",3/8/1970 0:00:00,"f","F",,"FC",,"F-532"
"i70U3",3/8/1970 0:00:00,"f","A",,"U3",,"I-533"
"296",3/9/1970 0:00:00,"m","F",,"EK",,"F-531"
"379",3/9/1970 0:00:00,"f","A",,"OG",,"F-630"
"357",3/9/1970 0:00:00,"m","E",,"TI",,"F-606"
"336",3/10/1970 0:00:00,"f","K",,"XP",,"F-586"
"384",3/11/1970 0:00:00,"m","H",,"HT",,"F-634"
"332",3/12/1970 0:00:00,"f","A",,"AS",,"F-582"
"i70G2",3/12/1970 0:00:00,"f","A",,"G2",,"I-521"
"345",3/13/1970 0:00:00,"m","E",,"OE",,"F-595"
"395",3/13/1970 0:00:00,"m","K",,"U6",,"F-646"
"392",3/13/1970 0:00:00,"f","E",,"WP",,"F-643"
"325",3/14/1970 0:00:00,"f","K",,"UI",,"F-579"
"358",3/14/1970 0:00:00,"m","I",,"TO",,"F-607"
"313",3/15/1970 0:00:00,"m","H",,"B9",,"F-571"
"i706H",3/17/1970 0:00:00,"f","A",,"6H",,"I-515"
"i70V1",3/17/1970 0:00:00,"f","A",,"V1",,"I-537"
"381",3/18/1970 0:00:00,"m","F",,"WX",,"B-489"
"312",3/19/1970 0:00:00,"f","K",,"P5",,"F-570"
"385",3/19/1970 0:00:00,"m","A",,"JE",,"F-635"
"i70OT",3/19/1970 0:00:00,"m","F",,"OT",,"I-529"
"373",3/20/1970 0:00:00,"m","I",,"FH",,"F-624"
"346",3/21/1970 0:00:00,"m","I",,"XC",,"F-596"
"i70UH",3/21/1970 0:00:00,"f","A",,"UH",,"I-534"
"372",3/24/1970 0:00:00,"f","H",,"AH",,"F-623"
"340",3/27/1970 0:00:00,"m","E",,"M8",,"F-590"
"330",3/29/1970 0:00:00,"m","A",,"E7",,"F-580"
"399",3/29/1970 0:00:00,"m","A",,"K6",,"F-650"
"i70K",3/29/1970 0:00:00,"m","F",,"K",,"I-526"
"i70A6",3/29/1970 0:00:00,"f","J",,"A6",,"I-516"
"326",3/31/1970 0:00:00,"f","H",,"S017",,"B-366"
"i70B1",4/2/1970 0:00:00,"m","A",,"B1",,"I-517"
"355",4/3/1970 0:00:00,"m","A",,"GS",,"F-604"
"321",4/6/1970 0:00:00,"m","K",,"BN",,"F-575"
"400",4/10/1970 0:00:00,"f","A",,"LH",,"F-673"
"306",4/12/1970 0:00:00,"f","F",,"JI",,"F-564"
"308",4/12/1970 0:00:00,"f","F",,"M7",,"F-566"
"356",4/13/1970 0:00:00,"m","E",,"M4",,"F-605"
"i70DT",4/13/1970 0:00:00,"f","L",,"DT",,"I-518"
"287",4/14/1970 0:00:00,"f","F",,"WT",,"F-522"
"307",4/19/1970 0:00:00,"f","K",,"E3",,"F-565"
"393",4/21/1970 0:00:00,"m","A",,"OR",,"F-644"
"i70P8",4/26/1970 0:00:00,"f","F",,"P8",,"I-530"
"281",5/3/1970 0:00:00,"m","L",,"S",,"F-516"
"316",5/4/1970 0:00:00,"f","E",,"H7",,"B-343"
"349",5/13/1970 0:00:00,"m","F",,"G8",,"F-598"
"323",5/15/1970 0:00:00,"m","K",,"GK",,"F-577"
"366",5/18/1970 0:00:00,"f","A",,"E8",,"F-616"
"377",5/24/1970 0:00:00,"m","A",,"N9",,"F-628"
"388",5/29/1970 0:00:00,"f","A",,"XW",,"F-638"
"i71HS",1/18/1971 0:00:00,"m","A",,"HS",,"I-573"
"i71C4",1/22/1971 0:00:00,"f","A",,"C4",,"I-563"
"i71B1",1/22/1971 0:00:00,"f","A",,"B1",,"I-562"
"i71A7",1/26/1971 0:00:00,"f","E",,"A7",,"I-559"
"i71JR",1/28/1971 0:00:00,"f","A",,"JR",,"I-581"
"i71GI",1/29/1971 0:00:00,"m","A",,"GI",,"I-570"
"i71IR",1/31/1971 0:00:00,"m","E",,"IR",,"I-577"
"418",2/1/1971 0:00:00,"m","J",,"LA",,"F-691"
"419",2/3/1971 0:00:00,"f","J",,"WF",,"F-692"
"460",2/5/1971 0:00:00,"f","K",,"ZQ",,"F-732"
"i71IN",2/5/1971 0:00:00,"m","A",,"IN",,"I-576"
"i71I8",2/6/1971 0:00:00,"m","E",,"I8",,"I-575"
"446",2/8/1971 0:00:00,"f","I",,"NU",,"F-718"
"425",2/8/1971 0:00:00,"f","K",,"BY",,"F-699"
"459",2/10/1971 0:00:00,"m","J",,"A6",,"F-731"
"i714B",2/10/1971 0:00:00,"f","A",,"4B",,"I-551"
"447",2/11/1971 0:00:00,"f","J",,"XQ",,"F-719"
"474",2/12/1971 0:00:00,"f","L",,"DT",,"F-745"
"431",2/13/1971 0:00:00,"f","L",,"G4",,"F-705"
"i71XR",2/13/1971 0:00:00,"f","A",,"XR",,"I-605"
"448",2/14/1971 0:00:00,"m","J",,"TN",,"F-720"
"i713L",2/16/1971 0:00:00,"u","K",,"3L",,"I-548"
"451",2/17/1971 0:00:00,"m","K",,"LI",,"F-723"
"i71FF",2/18/1971 0:00:00,"m","A",,"FF",,"I-568"
"i71WG",2/18/1971 0:00:00,"f","A",,"WG",,"I-603"
"416",2/19/1971 0:00:00,"f","J",,"Z1",,"F-689"
"467",2/20/1971 0:00:00,"f","E",,"ED",,"F-739"
"i714D",2/20/1971 0:00:00,"m","A",,"4D",,"I-552"
"475",2/21/1971 0:00:00,"f","H",,"H9",,"F-746"
"408",2/22/1971 0:00:00,"f","F",,"ZM",,"F-681"
"432",2/23/1971 0:00:00,"f","L",,"TV",,"F-706"
"469",2/24/1971 0:00:00,"m","K",,"2F",,"F-741"
"455",2/24/1971 0:00:00,"m","I",,"WE",,"F-727"
"i71S013",2/24/1971 0:00:00,"m","E",,"S013",,"I-593"
"430",2/25/1971 0:00:00,"f","L",,"XN",,"F-704"
"461",2/26/1971 0:00:00,"m","K",,"H6",,"F-733"
"423",2/26/1971 0:00:00,"m","K",,"HJ",,"F-697"
"i714S",2/26/1971 0:00:00,"f","E",,"4S",,"I-553"
"417",2/27/1971 0:00:00,"f","J",,"XJ",,"F-690"
"i71UG",2/27/1971 0:00:00,"m","A",,"UG",,"I-599"
"i71U3",2/27/1971 0:00:00,"u","A",,"U3",,"I-597"
"465",2/28/1971 0:00:00,"f","H",,"N5",,"F-737"
"449",2/28/1971 0:00:00,"m","K",,"DR",,"F-721"
"i71TA",2/28/1971 0:00:00,"m","E",,"TA",,"I-594"
"i71OG",3/1/1971 0:00:00,"m","A",,"OG",,"I-590"
"i71AS",3/1/1971 0:00:00,"f","A",,"AS",,"I-561"
"i71IS",3/1/1971 0:00:00,"u","E",,"IS",,"I-578"
"428",3/3/1971 0:00:00,"f","K",,"X5",,"F-702"
"458",3/3/1971 0:00:00,"f","J",,"Z4",,"F-730"
"464",3/3/1971 0:00:00,"m","E",,"F9",,"F-736"
"407",3/4/1971 0:00:00,"m","F",,"OT",,"F-680"
"i712T",3/5/1971 0:00:00,"f","A",,"2T",,"I-546"
"i714U",3/5/1971 0:00:00,"f","A",,"4U",,"I-554"
"i71UV",3/5/1971 0:00:00,"f","A",,"UV",,"I-601"
"i71R8",3/5/1971 0:00:00,"m","E",,"R8",,"I-591"
"i71OC",3/5/1971 0:00:00,"m","A",,"OC",,"I-588"
"429",3/6/1971 0:00:00,"m","K",,"JM",,"F-703"
"443",3/6/1971 0:00:00,"f","I",,"YI",,"F-716"
"442",3/8/1971 0:00:00,"m","I",,"AA",,"F-715"
"450",3/8/1971 0:00:00,"m","I",,"CS",,"F-722"
"i71L5",3/8/1971 0:00:00,"m","A",,"L5",,"I-584"
"411",3/9/1971 0:00:00,"f","F",,"N2",,"F-684"
"434",3/9/1971 0:00:00,"m","F",,"J2",,"F-708"
"i71IV",3/9/1971 0:00:00,"m","A",,"IV",,"I-579"
"i712D",3/9/1971 0:00:00,"f","A",,"2D",,"I-543"
"405",3/10/1971 0:00:00,"f","L",,"U5",,"F-678"
"409",3/11/1971 0:00:00,"m","F",,"OS",,"F-682"
"412",3/12/1971 0:00:00,"m","F",,"K",,"F-685"
"415",3/12/1971 0:00:00,"m","F",,"FB",,"F-688"
"i71118",3/12/1971 0:00:00,"m","E",,"118",,"I-542"
"440",3/13/1971 0:00:00,"m","I",,"3R",,"F-713"
"439",3/15/1971 0:00:00,"m","F",,"1A",,"B-838"
"426",3/15/1971 0:00:00,"m","K",,"UI",,"F-700"
"i71GS",3/15/1971 0:00:00,"m","A",,"GS",,"I-571"
"i71U6",3/15/1971 0:00:00,"f","K",,"U6",,"I-598"
"413",3/16/1971 0:00:00,"m","F",,"YB",,"F-686"
"437",3/17/1971 0:00:00,"f","F",,"WT",,"F-710"
"i71AH",3/17/1971 0:00:00,"u","H",,"AH",,"I-560"
"i715R",3/17/1971 0:00:00,"u","A",,"5R",,"I-556"
"i71HT",3/17/1971 0:00:00,"f","H",,"HT",,"I-574"
"i713Q",3/17/1971 0:00:00,"f","I",,"3Q",,"I-549"
"454",3/18/1971 0:00:00,"f","I",,"TO",,"F-726"
"i71LU",3/18/1971 0:00:00,"m","E",,"LU",,"I-586"
"471",3/19/1971 0:00:00,"f","F",,"FC",,"F-743"
"445",3/20/1971 0:00:00,"m","I",,"FH",,"F-717"
"424",3/20/1971 0:00:00,"f","K",,"2X",,"F-698"
"i71K6",3/20/1971 0:00:00,"m","A",,"K6",,"I-582"
"406",3/22/1971 0:00:00,"f","L",,"3J",,"F-679"
"i71TW",3/22/1971 0:00:00,"m","A",,"TW",,"I-596"
"463",3/23/1971 0:00:00,"f","H",,"3N",,"F-735"
"i71X9",3/23/1971 0:00:00,"m","E",,"X9",,"I-604"
"i71G2",3/27/1971 0:00:00,"m","A",,"G2",,"I-569"
"i71TI",3/29/1971 0:00:00,"f","E",,"TI",,"I-595"
"422",4/4/1971 0:00:00,"m","K",,"XK",,"F-696"
"i716G",4/4/1971 0:00:00,"f","E",,"6G",,"I-557"
"i71UH",4/7/1971 0:00:00,"m","A",,"UH",,"I-600"
"466",4/8/1971 0:00:00,"m","H",,"S017",,"F-738"
"441",4/8/1971 0:00:00,"f","I",,"WD",,"F-714"
"i713S",4/9/1971 0:00:00,"f","E",,"3S",,"I-550"
"438",4/11/1971 0:00:00,"f","F",,"YL",,"F-711"
"i71LH",4/11/1971 0:00:00,"m","A",,"LH",,"I-585"
"i713F",4/11/1971 0:00:00,"f","E",,"3F",,"I-547"
"i71YM",4/11/1971 0:00:00,"f","E",,"YM",,"I-606"
"473",4/12/1971 0:00:00,"f","L",,"V7",,"F-744"
"i71E3",4/12/1971 0:00:00,"f","K",,"E3",,"I-565"
"414",4/13/1971 0:00:00,"m","F",,"WX",,"F-687"
"i715N",4/13/1971 0:00:00,"f","E",,"5N",,"I-555"
"468",4/16/1971 0:00:00,"m","H",,"B9",,"F-740"
"i71D8",4/16/1971 0:00:00,"m","E",,"D8",,"I-564"
"435",4/17/1971 0:00:00,"m","F",,"DL",,"B-837"
"i712S",4/17/1971 0:00:00,"m","A",,"2S",,"I-545"
"i71E8",4/18/1971 0:00:00,"m","A",,"E8",,"I-567"
"453",4/20/1971 0:00:00,"f","K",,"P5",,"F-725"
"457",4/20/1971 0:00:00,"m","F",,"G8",,"F-729"
"i71UW",4/20/1971 0:00:00,"m","A",,"UW",,"I-602"
"i71H5",4/20/1971 0:00:00,"f","E",,"H5",,"I-572"
"i712K",4/22/1971 0:00:00,"m","A",,"2K",,"I-544"
"i71OE",4/23/1971 0:00:00,"m","E",,"OE",,"I-589"
"i71R9",4/24/1971 0:00:00,"m","E",,"R9",,"I-592"
"427",4/26/1971 0:00:00,"m","K",,"GK",,"F-701"
"421",4/30/1971 0:00:00,"f","K",,"XP",,"F-695"
"433",4/30/1971 0:00:00,"m","L",,"DZ",,"F-707"
"i71ZA",4/30/1971 0:00:00,"m","A",,"ZA",,"I-607"
"i716H",5/2/1971 0:00:00,"m","A",,"6H",,"I-558"
"i71JE",5/3/1971 0:00:00,"m","A",,"JE",,"I-580"
"470",5/7/1971 0:00:00,"f","I",,"XC",,"B-917"
"i71N9",5/17/1971 0:00:00,"f","A",,"N9",,"I-587"
"i71E7",5/18/1971 0:00:00,"f","A",,"E7",,"I-566"
"476",5/20/1971 0:00:00,"f","F",,"K1",,"F-747"
"462",6/21/1971 0:00:00,"m","F",,"P8",,"F-734"
"i72GY",1/4/1972 0:00:00,"m","K",,"GY",,"I-629"
"i72S7",1/15/1972 0:00:00,"f","K",,"S7",,"I-639"
"504",1/26/1972 0:00:00,"m","F",,"W",,"F-794"
"i72ZQ",1/29/1972 0:00:00,"m","K",,"ZQ",,"I-647"
"508",1/31/1972 0:00:00,"f","F",,"M7",,"F-798"
"i72HT",2/1/1972 0:00:00,"m","H",,"HT",,"I-632"
"517",2/2/1972 0:00:00,"f","F",,"JI",,"F-807"
"i72LI",2/4/1972 0:00:00,"f","K",,"LI",,"I-634"
"489",2/10/1972 0:00:00,"m","J",,"8K",,"F-757"
"i72H9",2/10/1972 0:00:00,"f","H",,"H9",,"I-630"
"i72WX",2/10/1972 0:00:00,"m","F",,"WX",,"I-642"
"486",2/11/1972 0:00:00,"f","J",,"TN",,"F-754"
"i721Z",2/11/1972 0:00:00,"f","K",,"1Z",,"I-611"
"i726L",2/11/1972 0:00:00,"f","K",,"6L",,"I-617"
"i72G4",2/11/1972 0:00:00,"m","L",,"G4",,"I-628"
"i72AH",2/14/1972 0:00:00,"m","H",,"AH",,"I-620"
"i72N5",2/15/1972 0:00:00,"m","H",,"N5",,"I-636"
"503",2/18/1972 0:00:00,"f","F",,"K",,"F-793"
"491",2/18/1972 0:00:00,"m","J",,"WF",,"F-759"
"480",2/19/1972 0:00:00,"f","L",,"TV",,"F-751"
"484",2/20/1972 0:00:00,"m","J",,"9H",,"F-753"
"i72C7",2/20/1972 0:00:00,"f","L",,"C7",,"I-623"
"i72DR",2/21/1972 0:00:00,"f","K",,"DR",,"I-624"
"i72JM",2/22/1972 0:00:00,"m","K",,"JM",,"I-633"
"i727R",2/23/1972 0:00:00,"m","K",,"7R",,"I-618"
"i72U6",2/24/1972 0:00:00,"f","K",,"U6",,"I-640"
"481",2/25/1972 0:00:00,"m","L",,"AS",,"B-939"
"i72YM",2/25/1972 0:00:00,"f","E",,"YM",,"I-646"
"i722F",2/27/1972 0:00:00,"u","K",,"2F",,"I-613"
"i72BY",2/27/1972 0:00:00,"f","K",,"BY",,"I-622"
"i72HJ",2/29/1972 0:00:00,"f","K",,"HJ",,"I-631"
"490",3/3/1972 0:00:00,"f","J",,"7H",,"F-758"
"515",3/3/1972 0:00:00,"m","I",,"YI",,"F-805"
"i723L",3/3/1972 0:00:00,"f","K",,"3L",,"I-615"
"i72XK",3/4/1972 0:00:00,"f","K",,"XK",,"I-644"
"524",3/6/1972 0:00:00,"m","F",,"OS",,"F-813"
"494",3/6/1972 0:00:00,"f","J",,"Z1",,"F-762"
"i72UI",3/6/1972 0:00:00,"m","K",,"UI",,"I-641"
"487",3/7/1972 0:00:00,"m","J",,"9K",,"F-755"
"510",3/8/1972 0:00:00,"f","F",,"FB",,"F-800"
"488",3/8/1972 0:00:00,"m","J",,"A6",,"F-756"
"i72X5",3/8/1972 0:00:00,"m","K",,"X5",,"I-643"
"514",3/9/1972 0:00:00,"f","F",,"8J",,"F-804"
"502",3/10/1972 0:00:00,"m","F",,"FC",,"F-792"
"i72397",3/10/1972 0:00:00,"m","F",,"397",,"I-614"
"519",3/13/1972 0:00:00,"m","J",,"XJ",,"F-809"
"i72P5",3/13/1972 0:00:00,"m","K",,"P5",,"I-637"
"497",3/15/1972 0:00:00,"f","I",,"TO",,"F-765"
"500",3/15/1972 0:00:00,"f","I",,"AA",,"F-790"
"i72ED",3/15/1972 0:00:00,"f","H",,"ED",,"I-626"
"i72B9",3/15/1972 0:00:00,"f","H",,"B9",,"I-621"
"496",3/17/1972 0:00:00,"f","I",,"FH",,"F-764"
"i72DT",3/18/1972 0:00:00,"m","L",,"DT",,"I-625"
"i723N",3/18/1972 0:00:00,"m","H",,"3N",,"I-616"
"520",3/20/1972 0:00:00,"m","F",,"1A",,"F-810"
"i72N2",3/21/1972 0:00:00,"m","F",,"N2",,"I-635"
"498",3/22/1972 0:00:00,"f","I",,"WE",,"F-766"
"513",3/25/1972 0:00:00,"m","F",,"EK",,"F-803"
"i72233",3/25/1972 0:00:00,"f","I",,"233",,"I-612"
"i72S017",3/25/1972 0:00:00,"m","H",,"S017",,"I-638"
"525",3/26/1972 0:00:00,"m","J",,"LA",,"F-814"
"499",3/26/1972 0:00:00,"m","I",,"3R",,"F-767"
"482",3/30/1972 0:00:00,"f","L",,"XN",,"F-752"
"483",3/30/1972 0:00:00,"f","L",,"3J",,"B-940"
"521",3/31/1972 0:00:00,"m","F",,"ZM",,"F-811"
"516",4/6/1972 0:00:00,"m","F",,"YL",,"F-806"
"505",4/8/1972 0:00:00,"m","F",,"G8",,"F-795"
"511",4/8/1972 0:00:00,"f","F",,"WT",,"F-801"
"507",4/21/1972 0:00:00,"f","F",,"9V",,"F-797"
"522",4/21/1972 0:00:00,"f","F",,"OT",,"C-267"
"479",4/25/1972 0:00:00,"f","L",,"V7",,"F-750"
"i72YB",4/26/1972 0:00:00,"u","F",,"YB",,"I-645"
"495",4/28/1972 0:00:00,"m","I",,"WD",,"F-763"
"518",4/29/1972 0:00:00,"f","F",,"J2",,"F-808"
"i729Q",5/5/1972 0:00:00,"u","L",,"9Q",,"I-619"
"523",5/8/1972 0:00:00,"f","F",,"7L",,"F-812"
"i72F9",5/13/1972 0:00:00,"m","E",,"F9",,"I-627"
"501",5/22/1972 0:00:00,"f","I",,"CS",,"F-791"
"493",5/23/1972 0:00:00,"m","J",,"XQ",,"F-761"
"477",5/30/1972 0:00:00,"m","L",,"278",,"F-748"
"509",6/6/1972 0:00:00,"f","F",,"K1",,"F-799"
"535",1/10/1973 0:00:00,"m","F",,"P8",,"F-825"
"563",1/22/1973 0:00:00,"f","J",,"Z4",,"F-850"
"534",1/26/1973 0:00:00,"m","F",,"7Q",,"F-824"
"i73DZ",2/2/1973 0:00:00,"m","L",,"DZ",,"I-655"
"532",2/3/1973 0:00:00,"m","I",,"233",,"F-822"
"533",2/5/1973 0:00:00,"f","I",,"8R",,"F-823"
"548",2/6/1973 0:00:00,"m","F",,"M7",,"F-835"
"558",2/8/1973 0:00:00,"f","I",,"NU",,"F-845"
"i73397",2/11/1973 0:00:00,"u","F",,"397",,"I-654"
"536",2/12/1973 0:00:00,"m","F",,"EK",,"C-287"
"527",2/16/1973 0:00:00,"m","I",,"XC",,"F-816"
"539",2/17/1973 0:00:00,"m","F",,"W",,"F-828"
"538",2/18/1973 0:00:00,"m","F",,"WX",,"F-827"
"528",2/18/1973 0:00:00,"f","I",,"234",,"F-817"
"i73293",2/18/1973 0:00:00,"u","F",,"293",,"I-653"
"531",2/19/1973 0:00:00,"m","I",,"WE",,"F-821"
"570",2/20/1973 0:00:00,"m","L",,"TV",,"F-857"
"i73253",2/20/1973 0:00:00,"m","I",,"253",,"I-650"
"555",2/22/1973 0:00:00,"f","J",,"9H",,"F-842"
"526",2/23/1973 0:00:00,"f","I",,"3R",,"F-815"
"568",2/23/1973 0:00:00,"m","L",,"DT",,"F-855"
"550",2/24/1973 0:00:00,"m","F",,"N2",,"F-837"
"i73262",2/24/1973 0:00:00,"f","I",,"262",,"I-651"
"537",2/27/1973 0:00:00,"m","F",,"OT",,"F-826"
"559",2/28/1973 0:00:00,"f","I",,"263",,"F-846"
"566",2/28/1973 0:00:00,"m","J",,"240",,"F-853"
"547",2/28/1973 0:00:00,"m","F",,"350",,"F-834"
"i73FH",3/3/1973 0:00:00,"f","I",,"FH",,"I-656"
"549",3/5/1973 0:00:00,"m","F",,"310",,"F-836"
"560",3/5/1973 0:00:00,"m","J",,"TN",,"F-847"
"556",3/5/1973 0:00:00,"m","J",,"Z1",,"F-843"
"565",3/6/1973 0:00:00,"f","J",,"WF",,"F-852"
"i73XN",3/6/1973 0:00:00,"f","L",,"XN",,"I-659"
"544",3/10/1973 0:00:00,"m","F",,"FC",,"C-309"
"569",3/12/1973 0:00:00,"m","L",,"S",,"F-856"
"572",3/14/1973 0:00:00,"f","L",,"U5",,"F-859"
"551",3/14/1973 0:00:00,"f","J",,"7H",,"F-838"
"557",3/14/1973 0:00:00,"m","J",,"A6",,"F-844"
"562",3/22/1973 0:00:00,"f","J",,"8K",,"F-849"
"571",3/26/1973 0:00:00,"f","F",,"JI",,"F-858"
"i73G4",3/26/1973 0:00:00,"m","L",,"G4",,"I-657"
"561",3/30/1973 0:00:00,"m","J",,"9K",,"F-848"
"567",3/30/1973 0:00:00,"f","L",,"258",,"F-854"
"564",3/30/1973 0:00:00,"m","J",,"LA",,"F-851"
"530",4/1/1973 0:00:00,"f","I",,"AA",,"F-820"
"i73286",4/5/1973 0:00:00,"f","F",,"286",,"I-652"
"543",4/6/1973 0:00:00,"f","F",,"ZM",,"F-831"
"i73YB",4/7/1973 0:00:00,"f","F",,"YB",,"I-661"
"545",4/8/1973 0:00:00,"m","F",,"1A",,"F-832"
"546",4/10/1973 0:00:00,"f","F",,"G8",,"F-833"
"540",4/10/1973 0:00:00,"f","F",,"YL",,"F-829"
"529",4/11/1973 0:00:00,"m","I",,"CS",,"F-818"
"553",4/12/1973 0:00:00,"f","J",,"XJ",,"F-840"
"i73K1",4/13/1973 0:00:00,"f","F",,"K1",,"I-658"
"554",4/17/1973 0:00:00,"f","J",,"375",,"F-841"
"542",4/19/1973 0:00:00,"m","F",,"359",,"F-830"
"552",4/21/1973 0:00:00,"m","J",,"327",,"F-839"
"i73XQ",6/9/1973 0:00:00,"f","J",,"XQ",,"I-660"
"597",1/19/1974 0:00:00,"m","M",,"8J",,"F-884"
"579",1/25/1974 0:00:00,"m","F",,"7L",,"F-865"
"581",1/27/1974 0:00:00,"m","I",,"262",,"F-869"
"577",1/29/1974 0:00:00,"f","F",,"397",,"C-370"
"628",2/3/1974 0:00:00,"m","L",,"XN",,"F-935"
"592",2/4/1974 0:00:00,"m","L",,"283",,"F-880"
"i749T",2/6/1974 0:00:00,"m","F",,"9T",,"I-668"
"606",2/8/1974 0:00:00,"f","L",,"278",,"F-915"
"i74FH",2/8/1974 0:00:00,"f","I",,"FH",,"I-670"
"610",2/11/1974 0:00:00,"m","F",,"9V",,"F-919"
"i74G4",2/12/1974 0:00:00,"m","L",,"G4",,"I-671"
"593",2/13/1974 0:00:00,"m","L",,"3J",,"F-881"
"586",2/13/1974 0:00:00,"m","I",,"TO",,"F-874"
"i747Q",2/13/1974 0:00:00,"f","M",,"7Q",,"I-667"
"599",2/14/1974 0:00:00,"m","M",,"293",,"F-886"
"598",2/15/1974 0:00:00,"m","M",,"OT",,"F-885"
"i74301",2/15/1974 0:00:00,"m","M",,"301",,"I-665"
"594",2/16/1974 0:00:00,"m","L",,"259",,"C-409"
"615",2/19/1974 0:00:00,"f","N",,"9H",,"F-924"
"600",2/20/1974 0:00:00,"m","M",,"306",,"F-909"
"585",2/23/1974 0:00:00,"f","I",,"234",,"F-873"
